Subject,Trial,Jar,Bead,Response,Confidence,Correct,History
5ebd,643,1,1,1,1,1,00001111111
5ebd,644,1,1,1,1,1,00011111111
5ebd,645,1,1,1,1,1,00111111111
5ebd,646,1,0,1,1,0,01111111111
5ebd,647,1,1,1,1,1,01111111110
5ebd,648,1,1,1,1,1,01111111101
5ebd,649,1,1,1,1,1,01111111011
5ebd,650,1,1,1,1,1,01111110111
5ebd,651,1,1,1,1,1,01111101111
5ebd,652,0,0,1,1,0,01111011111
5ebd,653,0,0,1,1,0,01110111110
5ebd,654,0,0,0,1,1,01101111100
5ebd,655,0,0,0,1,1,01011111000
5ebd,656,0,0,0,1,1,00111110000
5ebd,657,0,0,0,1,1,01111100000
5ebd,658,0,0,0,1,1,01111000000
5ebd,659,0,0,0,1,1,01110000000
5ebd,660,0,0,0,1,1,01100000000
5ebd,661,0,0,0,1,1,01000000000
5ebd,662,0,0,0,1,1,00000000000
5ebd,663,1,1,0,1,0,00000000000
5ebd,664,1,1,1,1,1,00000000001
5ebd,665,1,1,1,1,1,00000000011
5ebd,666,1,1,1,1,1,00000000111
5ebd,667,1,1,1,1,1,00000001111
5ebd,668,1,1,1,1,1,00000011111
5ebd,669,1,1,1,1,1,00000111111
5ebd,670,1,1,1,1,1,00001111111
5ebd,671,1,1,1,1,1,00011111111
5ebd,672,1,1,1,1,1,00111111111
5ebd,673,1,0,1,1,0,01111111111
5ebd,674,1,1,1,1,1,01111111110
5ebd,675,1,1,1,1,1,01111111101
5ebd,676,1,1,1,1,1,01111111011
5ebd,677,1,1,1,1,1,01111110111
5ebd,678,1,0,1,1,0,01111101111
5ebd,679,0,0,1,1,0,01111011110
5ebd,680,0,1,0,1,0,01110111100
5ebd,681,0,0,0,1,1,01101111001
5ebd,682,0,0,0,1,1,01011110010
5ebd,683,0,0,0,1,1,00111100100
5ebd,684,0,1,0,1,0,01111001000
5ebd,685,0,0,0,1,1,01110010001
5ebd,686,0,1,0,1,0,01100100010
5ebd,687,0,0,0,1,1,01001000101
5ebd,688,0,1,0,1,0,00010001010
5ebd,689,0,0,0,1,1,00100010101
5ebd,690,0,0,0,1,1,01000101010
5ebd,691,0,0,0,1,1,00001010100
5ebd,692,0,1,0,1,0,00010101000
5ebd,693,1,1,0,1,0,00101010001
5ebd,694,1,1,1,1,1,01010100011
5ebd,695,1,1,1,1,1,00101000111
5ebd,696,1,1,1,1,1,01010001111
5ebd,697,1,1,1,1,1,00100011111
5ebd,698,1,0,1,1,0,01000111111
5ebd,699,1,1,1,1,1,00001111110
5ebd,700,1,1,1,1,1,00011111101
5ebd,701,1,1,1,1,1,00111111011
5ebd,702,1,1,1,1,1,01111110111
5ebd,703,1,1,1,1,1,01111101111
5ebd,704,1,1,1,1,1,01111011111
5ebd,705,1,1,1,1,1,01110111111
5ebd,706,1,1,1,1,1,01101111111
5ebd,707,1,1,1,1,1,01011111111
5ebd,708,1,1,1,1,1,00111111111
5ebd,709,1,1,1,1,1,01111111111
5ebd,710,1,0,1,1,0,01111111111
5ebd,711,1,0,1,1,0,01111111110
5ebd,712,1,1,0,1,0,01111111100
5ebd,713,1,1,1,1,1,01111111001
5ebd,714,1,0,1,1,0,01111110011
5ebd,715,1,1,1,1,1,01111100110
5ebd,716,1,1,1,1,1,01111001101
5ebd,717,1,1,1,1,1,01110011011
5ebd,718,1,1,1,1,1,01100110111
5ebd,719,1,1,1,1,1,01001101111
5ebd,720,1,1,1,1,1,00011011111
5ebd,721,1,1,1,1,1,00110111111
5ebd,722,1,1,1,1,1,01101111111
5ebd,723,1,0,1,1,0,01011111111
5ebd,724,1,0,1,1,0,00111111110
5ebd,725,1,1,0,1,0,01111111100
5ebd,726,1,1,0,1,0,01111111001
5ebd,727,1,0,1,1,0,01111110011
5ebd,728,1,1,1,1,1,01111100110
5ebd,729,1,1,1,1,1,01111001101
5ebd,730,1,0,1,1,0,01110011011
5ebd,731,1,0,1,1,0,01100110110
5ebd,732,1,1,0,1,0,01001101100
5ebd,733,1,1,0,1,0,00011011001
5ebd,734,1,1,1,1,1,00110110011
5ebd,735,1,0,1,1,0,01101100111
5ebd,736,0,0,1,1,0,01011001110
5ebd,737,0,0,0,1,1,00110011100
5ebd,738,1,0,0,1,1,01100111000
5ebd,739,1,1,0,1,0,01001110000
5ebd,740,1,1,0,1,0,00011100001
5ebd,741,1,1,0,1,0,00111000011
5ebd,742,1,1,1,1,1,01110000111
5ebd,743,0,0,1,1,0,01100001111
5ebd,744,0,0,1,1,0,01000011110
5ebd,745,0,1,0,1,0,00000111100
5ebd,746,1,0,1,1,0,00001111001
5ebd,747,0,0,1,1,0,00011110010
5ebd,748,0,0,0,1,1,00111100100
5ebd,749,0,0,0,1,1,01111001000
5ebd,750,0,0,0,1,1,01110010000
5ebd,751,0,1,0,1,0,01100100000
5ebd,752,0,0,0,1,1,01001000001
5ebd,753,0,1,0,1,0,00010000010
5ebd,754,0,0,0,1,1,00100000101
5ebd,755,1,1,0,1,0,01000001010
5ebd,756,1,1,0,1,0,00000010101
5ebd,757,1,1,1,1,1,00000101011
5ebd,758,1,1,1,1,1,00001010111
5ebd,759,1,1,1,1,1,00010101111
5ebd,760,0,0,1,1,0,00101011111
5ebd,761,0,0,0,1,1,01010111110
5ebd,762,0,0,0,1,1,00101111100
5ebd,763,0,0,0,1,1,01011111000
5ebd,764,0,0,0,1,1,00111110000
5ebd,765,1,1,0,1,0,01111100000
5ebd,766,1,1,0,1,0,01111000001
5ebd,767,1,1,1,1,1,01110000011
5ebd,768,1,1,1,1,1,01100000111
5ebd,769,1,1,1,1,1,01000001111
5ebd,770,1,1,1,1,1,00000011111
5ebd,771,1,1,1,1,1,00000111111
5ebd,772,1,1,1,1,1,00001111111
5ebd,773,1,0,1,1,0,00011111111
5ebd,774,1,1,1,1,1,00111111110
5ebd,775,1,1,1,1,1,01111111101
5ebd,776,1,1,1,1,1,01111111011
5ebd,777,1,1,1,1,1,01111110111
5ebd,778,1,0,1,1,0,01111101111
5ebd,779,0,0,1,1,0,01111011110
5ebd,780,0,0,0,1,1,01110111100
5ebd,781,0,0,0,1,1,01101111000
5ebd,782,0,0,0,1,1,01011110000
5ebd,783,0,1,0,1,0,00111100000
5ebd,784,0,0,0,1,1,01111000001
5ebd,785,0,0,0,1,1,01110000010
5ebd,786,0,0,0,1,1,01100000100
5ebd,787,0,0,0,1,1,01000001000
5ebd,788,0,0,0,1,1,00000010000
5ebd,789,0,0,0,1,1,00000100000
5ebd,790,1,1,0,1,0,00001000000
5ebd,791,1,0,0,1,1,00010000001
5ebd,792,1,1,0,1,0,00100000010
5ebd,793,1,1,0,1,0,01000000101
5ebd,794,1,0,1,1,0,00000001011
5ebd,795,1,0,1,1,0,00000010110
5ebd,796,1,1,0,1,0,00000101100
5ebd,797,0,0,0,1,1,00001011001
5ebd,798,0,0,0,1,1,00010110010
5ebd,799,0,0,0,1,1,00101100100
5ebd,800,0,0,0,1,1,01011001000
5ebd,801,0,1,0,1,0,00110010000
5ebd,802,0,0,1,1,0,01100100001
5ebd,803,0,0,1,1,0,01001000010
5ebd,804,0,0,0,1,1,00010000100
5ebd,805,0,0,0,1,1,00100001000
5ebd,806,0,0,0,1,1,01000010000
5ebd,807,0,0,0,1,1,00000100000
5ebd,808,1,0,0,1,1,00001000000
5ebd,809,1,1,0,1,0,00010000000
5ebd,810,1,0,0,1,1,00100000001
5ebd,811,1,1,0,1,0,01000000010
5ebd,812,1,0,0,1,1,00000000101
5ebd,813,1,1,0,1,0,00000001010
5ebd,814,1,1,0,1,0,00000010101
5ebd,815,1,0,1,1,0,00000101011
5ebd,816,1,1,0,1,0,00001010110
5ebd,817,1,0,0,1,1,00010101101
5ebd,818,1,1,0,1,0,00101011010
5ebd,819,1,1,0,1,0,01010110101
5ebd,820,1,0,0,1,1,00101101011
5ebd,821,1,1,0,1,0,01011010110
5ebd,822,0,0,1,1,0,00110101101
5ebd,823,0,0,0,1,1,01101011010
5ebd,824,0,0,0,1,1,01010110100
5ebd,825,0,1,0,1,0,00101101000
5ebd,826,0,0,0,1,1,01011010001
5ebd,827,0,0,0,1,1,00110100010
5ebd,828,0,0,0,1,1,01101000100
5ebd,829,1,0,0,1,1,01010001000
5ebd,830,1,1,0,1,0,00100010000
5ebd,831,1,1,0,1,0,01000100001
5ebd,832,1,1,1,1,1,00001000011
5ebd,833,1,1,1,1,1,00010000111
5ebd,834,0,0,1,1,0,00100001111
5ebd,835,0,1,1,1,1,01000011110
5ebd,836,0,0,1,1,0,00000111101
5ebd,837,0,0,1,1,0,00001111010
5ebd,838,0,0,0,1,1,00011110100
5ebd,839,1,1,0,1,0,00111101000
5ebd,840,0,0,1,1,0,01111010001
5ebd,841,0,0,0,1,1,01110100010
5ebd,842,0,1,0,1,0,01101000100
5ebd,843,0,0,1,1,0,01010001001
5ebd,844,1,1,0,1,0,00100010010
5ebd,845,1,1,1,1,1,01000100101
5ebd,846,1,1,1,1,1,00001001011
5ebd,847,1,1,1,1,1,00010010111
5ebd,848,1,1,1,1,1,00100101111
5ebd,849,1,1,1,1,1,01001011111
5ebd,850,1,1,1,1,1,00010111111
5ebd,851,1,0,1,1,0,00101111111
5ebd,852,1,1,1,1,1,01011111110
5ebd,853,1,1,1,1,1,00111111101
5ebd,854,0,0,1,1,0,01111111011
5ebd,855,1,1,1,1,1,01111110110
5ebd,856,1,1,1,1,1,01111101101
5ebd,857,1,1,1,1,1,01111011011
5ebd,858,1,1,1,1,1,01110110111
5ebd,859,1,0,1,1,0,01101101111
5ebd,860,1,1,1,1,1,01011011110
5ebd,861,0,1,1,1,1,00110111101
5ebd,862,0,0,1,1,0,01101111011
5ebd,863,0,0,1,1,0,01011110110
5ebd,864,0,0,0,1,1,00111101100
5ebd,865,0,0,0,1,1,01111011000
5ebd,866,0,0,0,1,1,01110110000
5ebd,867,0,0,0,1,1,01101100000
5ebd,868,0,0,0,1,1,01011000000
5ebd,869,1,1,0,1,0,00110000000
5ebd,870,1,1,1,1,1,01100000001
5ebd,871,1,1,1,1,1,01000000011
5ebd,872,1,1,1,1,1,00000000111
5ebd,873,1,1,1,1,1,00000001111
5ebd,874,1,1,1,1,1,00000011111
5ebd,875,1,0,1,1,0,00000111111
5ebd,876,1,1,0,1,0,00001111110
5ebd,877,1,0,1,1,0,00011111101
5ebd,878,0,1,0,1,0,00111111010
5ebd,879,0,0,1,1,0,01111110101
5ebd,880,0,0,1,1,0,01111101010
5ebd,881,0,1,0,1,0,01111010100
5ebd,882,0,0,0,1,1,01110101001
5ebd,883,0,0,0,1,1,01101010010
5ebd,884,0,1,0,1,0,01010100100
5ebd,885,0,1,0,1,0,00101001001
5ebd,886,0,0,1,1,0,01010010011
5ebd,887,0,1,0,1,0,00100100110
5ebd,888,0,1,0,1,0,01001001101
5ebd,889,0,0,1,1,0,00010011011
5ebd,890,0,0,0,1,1,00100110110
5ebd,891,0,0,0,1,1,01001101100
5ebd,892,0,0,0,1,1,00011011000
5ebd,893,0,0,0,1,1,00110110000
5ebd,894,0,0,0,1,1,01101100000
5ebd,895,0,1,0,1,0,01011000000
5ebd,896,0,0,0,1,1,00110000001
5ebd,897,0,1,0,1,0,01100000010
5ebd,898,0,0,0,1,1,01000000101
5ebd,899,0,1,0,1,0,00000001010
5ebd,900,0,0,0,1,1,00000010101
5ebd,901,0,0,0,1,1,00000101010
5ebd,902,0,0,0,1,1,00001010100
5ebd,903,0,0,0,1,1,00010101000
5ebd,904,0,0,0,1,1,00101010000
5ebd,905,0,0,0,1,1,01010100000
5ebd,906,0,0,0,1,1,00101000000
5ebd,907,0,0,0,1,1,01010000000
5ebd,908,0,0,0,1,1,00100000000
5ebd,909,0,0,0,1,1,01000000000
5ebd,910,0,0,0,1,1,00000000000
5ebd,911,0,0,0,1,1,00000000000
5ebd,912,0,0,0,1,1,00000000000
5ebd,913,0,0,0,1,1,00000000000
5ebd,914,0,0,0,1,1,00000000000
5ebd,915,0,0,0,1,1,00000000000
5ebd,916,1,1,0,1,0,00000000000
5ebd,917,1,0,0,1,1,00000000001
5ebd,918,1,1,0,1,0,00000000010
5ebd,919,1,0,0,1,1,00000000101
5ebd,920,1,1,0,1,0,00000001010
5ebd,921,1,1,0,1,0,00000010101
5ebd,922,1,1,1,1,1,00000101011
5ebd,923,1,1,1,1,1,00001010111
5ebd,924,1,1,1,1,1,00010101111
5ebd,925,1,1,1,1,1,00101011111
5ebd,926,1,1,1,1,1,01010111111
5ebd,927,1,1,1,1,1,00101111111
5ebd,928,1,1,1,1,1,01011111111
5ebd,929,1,1,1,1,1,00111111111
5ebd,930,1,1,1,1,1,01111111111
5ebd,931,1,1,1,1,1,01111111111
5ebd,932,1,1,1,1,1,01111111111
5ebd,933,1,0,1,1,0,01111111111
5ebd,934,1,1,0,1,0,01111111110
5ebd,935,1,1,1,1,1,01111111101
5ebd,936,1,1,1,1,1,01111111011
5ebd,937,1,0,1,1,0,01111110111
5ebd,938,1,1,1,1,1,01111101110
5ebd,939,0,0,1,1,0,01111011101
5ebd,940,0,0,1,1,0,01110111010
5ebd,941,0,0,0,1,1,01101110100
5ebd,942,1,1,0,1,0,01011101000
5ebd,943,1,1,0,1,0,00111010001
5ebd,944,1,1,1,1,1,01110100011
5ebd,945,1,1,1,1,1,01101000111
5ebd,946,1,1,1,1,1,01010001111
5ebd,947,1,0,1,1,0,00100011111
5ebd,948,1,1,1,1,1,01000111110
5ebd,949,1,1,1,1,1,00001111101
5ebd,950,1,1,1,1,1,00011111011
5ebd,951,1,1,1,1,1,00111110111
5ebd,952,1,1,1,1,1,01111101111
5ebd,953,1,1,1,1,1,01111011111
5ebd,954,1,1,1,1,1,01110111111
5ebd,955,1,1,1,1,1,01101111111
5ebd,956,1,1,1,1,1,01011111111
5ebd,957,1,1,1,1,1,00111111111
5ebd,958,1,1,1,1,1,01111111111
5ebd,959,1,1,1,1,1,01111111111
5ebd,960,1,0,1,1,0,01111111111
5ebd,961,1,1,1,1,1,01111111110
5ebd,962,1,1,1,1,1,01111111101
5ebd,963,1,1,1,1,1,01111111011
5ebd,964,1,1,1,1,1,01111110111
5ebd,965,1,1,1,1,1,01111101111
5ebd,966,1,1,1,1,1,01111011111
5ebd,967,0,1,1,1,1,01110111111
5ebd,968,0,0,1,1,0,01101111111
5ebd,969,0,1,1,1,1,01011111110
5ebd,970,0,0,1,1,0,00111111101
5ebd,971,1,1,1,1,1,01111111010
5ebd,972,1,0,1,1,0,01111110101
5ebd,973,1,1,1,1,1,01111101010
5ebd,974,0,0,1,1,0,01111010101
5ebd,975,0,0,1,1,0,01110101010
5ebd,976,0,0,0,1,1,01101010100
5ebd,977,1,0,0,1,1,01010101000
5ebd,978,1,1,0,1,0,00101010000
5ebd,979,1,1,0,1,0,01010100001
5ebd,980,1,1,1,1,1,00101000011
5ebd,981,1,1,1,1,1,01010000111
5ebd,982,1,1,1,1,1,00100001111
5ebd,983,1,1,1,1,1,01000011111
5ebd,984,1,0,1,1,0,00000111111
5ebd,985,1,1,1,1,1,00001111110
5ebd,986,1,1,1,1,1,00011111101
5ebd,987,1,1,1,1,1,00111111011
5ebd,988,1,1,1,1,1,01111110111
5ebd,989,1,1,1,1,1,01111101111
5ebd,990,1,1,1,1,1,01111011111
5ebd,991,1,1,1,1,1,01110111111
5ebd,992,0,1,1,1,1,01101111111
5ebd,993,0,0,1,1,0,01011111111
5ebd,994,0,0,1,1,0,00111111110
5ebd,995,0,0,0,1,1,01111111100
5ebd,996,0,0,0,1,1,01111111000
5ebd,997,0,0,0,1,1,01111110000
5ebd,998,1,1,0,1,0,01111100000
5ebd,999,1,0,0,1,1,01111000001
5ebd,1000,1,1,0,1,0,01110000010
5ebd,1001,1,1,0,1,0,01100000101
5ebd,1002,1,1,1,1,1,01000001011
5ebd,1003,1,1,1,1,1,00000010111
5ebd,1004,1,0,1,1,0,00000101111
5ebd,1005,1,0,1,1,0,00001011110
5ebd,1006,1,1,0,1,0,00010111100
5ebd,1007,1,1,0,1,0,00101111001
5ebd,1008,0,0,1,1,0,01011110011
5ebd,1009,1,0,1,1,0,00111100110
5e9d,10,0,0,1,1,0,01101111100
5e9d,11,0,0,1,1,0,01011111000
5e9d,12,0,0,0,1,1,00111110000
5e9d,13,0,0,0,1,1,01111100000
5e9d,14,0,0,0,1,1,01111000000
5e9d,15,0,0,0,1,1,01110000000
5e9d,16,0,0,0,1,1,01100000000
5e9d,17,0,0,0,1,1,01000000000
5e9d,18,0,0,0,1,1,00000000000
5e9d,19,0,0,0,1,1,00000000000
5e9d,20,0,0,0,1,1,00000000000
5e9d,21,0,0,0,1,1,00000000000
5e9d,22,0,0,0,1,1,00000000000
5e9d,23,0,0,0,1,1,00000000000
5e9d,24,1,1,0,1,0,00000000000
5e9d,25,1,1,0,1,0,00000000001
5e9d,26,1,1,1,1,1,00000000011
5e9d,27,0,1,1,1,1,00000000111
5e9d,28,0,1,1,1,1,00000001111
5e9d,29,0,0,1,1,0,00000011111
5e9d,30,0,0,1,1,0,00000111110
5e9d,31,0,0,1,0,0,00001111100
5e9d,32,0,1,0,1,0,00011111000
5e9d,33,0,1,0,1,0,00111110001
5e9d,34,0,0,1,1,0,01111100011
5e9d,35,1,0,1,1,0,01111000110
5e9d,36,1,1,0,1,0,01110001100
5e9d,37,1,1,1,1,1,01100011001
5e9d,38,1,1,1,1,1,01000110011
5e9d,39,1,1,1,1,1,00001100111
5e9d,40,1,0,1,1,0,00011001111
5e9d,41,1,1,1,1,1,00110011110
5e9d,42,1,0,1,1,0,01100111101
5e9d,43,1,1,1,1,1,01001111010
5e9d,44,1,1,1,1,1,00011110101
5e9d,45,1,1,1,1,1,00111101011
5e9d,46,1,1,1,1,1,01111010111
5e9d,47,1,1,1,1,1,01110101111
5e9d,48,1,1,1,1,1,01101011111
5e9d,49,1,0,1,1,0,01010111111
5e9d,50,1,1,1,1,1,00101111110
5e9d,51,1,1,1,1,1,01011111101
5e9d,52,1,1,1,1,1,00111111011
5e9d,53,0,0,1,1,0,01111110111
5e9d,54,0,0,1,1,0,01111101110
5e9d,55,0,0,1,1,0,01111011100
5e9d,56,0,0,0,1,1,01110111000
5e9d,57,0,0,0,1,1,01101110000
5e9d,58,0,0,0,1,1,01011100000
5e9d,59,0,1,0,1,0,00111000000
5e9d,60,0,1,0,1,0,01110000001
5e9d,61,0,0,0,1,1,01100000011
5e9d,62,0,0,0,1,1,01000000110
5e9d,63,0,0,0,1,1,00000001100
5e9d,64,0,0,0,1,1,00000011000
5e9d,65,1,1,0,1,0,00000110000
5e9d,66,1,0,0,1,1,00001100001
5e9d,67,1,0,0,1,1,00011000010
5e9d,68,1,1,0,1,0,00110000100
5e9d,69,1,1,0,1,0,01100001001
5e9d,70,1,1,0,1,0,01000010011
5e9d,71,1,1,0,1,0,00000100111
5e9d,72,1,1,1,1,1,00001001111
5e9d,73,1,1,1,1,1,00010011111
5e9d,74,1,0,1,1,0,00100111111
5e9d,75,0,0,1,1,0,01001111110
5e9d,76,0,0,1,0,0,00011111100
5e9d,77,0,1,0,1,0,00111111000
5e9d,78,0,0,0,1,1,01111110001
5e9d,79,1,1,0,1,0,01111100010
5e9d,80,1,0,0,1,1,01111000101
5e9d,81,1,1,0,1,0,01110001010
5e9d,82,0,0,0,1,1,01100010101
5e9d,83,0,0,0,1,1,01000101010
5e9d,84,0,0,0,1,1,00001010100
5e9d,85,0,0,0,1,1,00010101000
5e9d,86,0,0,0,1,1,00101010000
5e9d,87,0,0,0,1,1,01010100000
5e9d,88,0,0,0,1,1,00101000000
5e9d,89,1,0,0,1,1,01010000000
5e9d,90,1,1,0,1,0,00100000000
5e9d,91,1,1,0,1,0,01000000001
5e9d,92,1,1,0,0,0,00000000011
5e9d,93,0,0,1,1,0,00000000111
5e9d,94,0,0,1,1,0,00000001110
5e9d,95,0,1,1,1,1,00000011100
5e9d,96,0,0,1,1,0,00000111001
5e9d,97,1,1,1,1,1,00001110010
5e9d,98,1,0,1,1,0,00011100101
5e9d,99,1,0,1,1,0,00111001010
5e9d,100,1,1,1,0,1,01110010100
5e9d,101,1,0,1,1,0,01100101001
5e9d,102,1,1,1,1,1,01001010010
5e9d,103,1,1,1,1,1,00010100101
5e9d,104,1,1,1,1,1,00101001011
5e9d,105,1,1,1,1,1,01010010111
5e9d,106,0,0,1,1,0,00100101111
5e9d,107,0,0,1,1,0,01001011110
5e9d,108,0,0,1,0,0,00010111100
5e9d,109,0,0,0,1,1,00101111000
5e9d,110,0,1,0,1,0,01011110000
5e9d,111,0,0,0,1,1,00111100001
5e9d,112,1,1,0,1,0,01111000010
5e9d,113,1,1,0,1,0,01110000101
5e9d,114,1,1,0,1,0,01100001011
5e9d,115,1,1,0,1,0,01000010111
5e9d,116,1,1,1,1,1,00000101111
5e9d,117,1,1,1,1,1,00001011111
5e9d,118,1,1,1,1,1,00010111111
5e9d,119,1,1,1,1,1,00101111111
5e9d,120,1,1,1,1,1,01011111111
5e9d,121,1,1,1,1,1,00111111111
5e9d,122,1,1,1,1,1,01111111111
5e9d,123,0,0,1,1,0,01111111111
5e9d,124,0,1,1,0,1,01111111110
5e9d,125,0,1,1,1,1,01111111101
5e9d,126,0,0,1,1,0,01111111011
5e9d,127,1,1,0,1,0,01111110110
5e9d,128,1,0,1,1,0,01111101101
5e9d,129,1,1,1,1,1,01111011010
5e9d,130,1,1,1,1,1,01110110101
5e9d,131,1,1,1,1,1,01101101011
5e9d,132,1,1,1,1,1,01011010111
5e9d,133,0,0,1,1,0,00110101111
5e9d,134,0,0,0,0,1,01101011110
5e9d,135,0,1,0,0,0,01010111100
5e9d,136,0,0,1,1,0,00101111001
5e9d,137,0,1,1,1,1,01011110010
5e9d,138,0,0,1,1,0,00111100101
5e9d,139,0,1,1,1,1,01111001010
5e9d,140,0,0,1,1,0,01110010101
5e9d,141,0,0,1,1,0,01100101010
5e9d,142,0,0,1,1,0,01001010100
5e9d,143,1,1,0,1,0,00010101000
5e9d,144,1,1,0,1,0,00101010001
5e9d,145,1,1,0,1,0,01010100011
5e9d,146,1,0,1,0,0,00101000111
5e9d,147,1,0,1,0,0,01010001110
5e9d,148,1,1,0,0,0,00100011100
5e9d,149,1,1,0,0,0,01000111001
5e9d,150,1,1,1,0,1,00001110011
5e9d,151,1,0,1,0,0,00011100111
5e9d,152,1,1,1,0,1,00111001110
5e9d,153,1,1,1,0,1,01110011101
5e9d,154,1,1,1,0,1,01100111011
5e9d,155,1,1,1,0,1,01001110111
5e9d,156,1,1,1,0,1,00011101111
5e9d,157,1,1,1,0,1,00111011111
5e9d,158,1,1,1,0,1,01110111111
5e9d,159,0,0,1,0,0,01101111111
5e9d,160,0,1,1,0,1,01011111110
5e9d,161,0,0,1,0,0,00111111101
5e9d,162,0,1,1,0,1,01111111010
5e9d,163,0,0,1,0,0,01111110101
5e9d,164,0,1,1,0,1,01111101010
5e9d,165,0,0,1,0,0,01111010101
5e9d,166,0,1,1,0,1,01110101010
5e9d,167,0,0,1,0,0,01101010101
5e9d,168,0,0,1,0,0,01010101010
5e9d,169,0,0,0,0,1,00101010100
5e9d,170,0,0,0,0,1,01010101000
5e9d,171,0,0,0,1,1,00101010000
5e9d,172,0,0,0,1,1,01010100000
5e9d,173,1,0,0,1,1,00101000000
5e9d,174,1,1,0,1,0,01010000000
5e9d,175,1,1,0,1,0,00100000001
5e9d,176,1,0,1,1,0,01000000011
5e9d,177,1,1,1,1,1,00000000110
5e9d,178,1,1,1,1,1,00000001101
5e9d,179,1,0,1,1,0,00000011011
5e9d,180,1,0,1,1,0,00000110110
5e9d,181,0,0,1,1,0,00001101100
5e9d,182,0,1,0,1,0,00011011000
5e9d,183,0,0,0,1,1,00110110001
5e9d,184,0,1,0,1,0,01101100010
5e9d,185,0,1,0,1,0,01011000101
5e9d,186,0,0,1,1,0,00110001011
5e9d,187,0,0,1,1,0,01100010110
5e9d,188,0,0,0,1,1,01000101100
5e9d,189,0,0,0,1,1,00001011000
5e9d,190,1,0,0,1,1,00010110000
5e9d,191,1,1,0,1,0,00101100000
5e9d,192,1,0,1,1,0,01011000001
5e9d,193,1,1,1,1,1,00110000010
5e9d,194,1,1,1,1,1,01100000101
5e9d,195,0,1,1,1,1,01000001011
5e9d,196,0,0,1,1,0,00000010111
5e9d,197,0,0,0,0,1,00000101110
5e9d,198,0,0,0,0,1,00001011100
5e9d,199,0,0,0,0,1,00010111000
5e9d,200,0,0,0,0,1,00101110000
5e9d,201,0,0,0,0,1,01011100000
5e9d,202,0,0,0,0,1,00111000000
5e9d,203,0,1,0,0,0,01110000000
5e9d,204,0,0,1,0,0,01100000001
5e9d,205,0,0,0,0,1,01000000010
5e9d,206,0,0,0,0,1,00000000100
5e9d,207,0,0,0,0,1,00000001000
5e9d,208,0,0,0,1,1,00000010000
5e9d,209,0,0,0,1,1,00000100000
5e9d,210,0,0,0,1,1,00001000000
5e9d,211,0,0,0,1,1,00010000000
5e9d,212,0,0,0,1,1,00100000000
5e9d,213,0,0,0,1,1,01000000000
5e9d,214,0,0,0,1,1,00000000000
5e9d,215,0,1,0,1,0,00000000000
5e9d,216,0,0,1,0,0,00000000001
5e9d,217,0,0,1,0,0,00000000010
5e9d,218,1,1,1,0,1,00000000100
5e9d,219,0,0,1,0,0,00000001001
5e9d,220,0,0,0,0,1,00000010010
5e9d,221,0,0,0,0,1,00000100100
5e9d,222,0,0,0,1,1,00001001000
5e9d,223,0,1,0,1,0,00010010000
5e9d,224,1,1,0,1,0,00100100001
5e9d,225,1,1,0,0,0,01001000011
5e9d,226,1,0,1,0,0,00010000111
5e9d,227,1,0,1,0,0,00100001110
5e9d,228,1,1,0,0,0,01000011100
5e9d,229,1,1,0,0,0,00000111001
5e9d,230,1,0,1,0,0,00001110011
5e9d,231,1,1,1,0,1,00011100110
5e9d,232,1,1,1,1,1,00111001101
5e9d,233,1,1,1,1,1,01110011011
5e9d,234,1,1,1,1,1,01100110111
5e9d,235,1,0,1,1,0,01001101111
5e9d,236,1,1,1,1,1,00011011110
5e9d,237,1,1,1,1,1,00110111101
5e9d,238,1,1,1,1,1,01101111011
5e9d,239,0,0,1,1,0,01011110111
5e9d,240,0,0,1,1,0,00111101110
5e9d,241,0,0,1,0,0,01111011100
5e9d,242,0,0,0,1,1,01110111000
5e9d,243,0,0,0,1,1,01101110000
5e9d,244,0,0,0,1,1,01011100000
5e9d,245,0,0,0,1,1,00111000000
5e9d,246,1,1,0,1,0,01110000000
5e9d,247,0,1,1,0,1,01100000001
5e9d,248,0,0,1,0,0,01000000011
5e9d,249,0,0,1,0,0,00000000110
5e9d,250,1,1,0,1,0,00000001100
5e9d,251,1,1,0,1,0,00000011001
5e9d,252,0,0,1,1,0,00000110011
5e9d,253,0,0,1,1,0,00001100110
5e9d,254,0,1,1,1,1,00011001100
5e9d,255,0,1,1,1,1,00110011001
5e9d,256,0,1,1,1,1,01100110011
5e9d,257,0,0,1,1,0,01001100111
5e9d,258,0,1,0,0,0,00011001110
5e9d,259,0,0,1,1,0,00110011101
5e9d,260,0,0,1,1,0,01100111010
5e9d,261,0,1,0,1,0,01001110100
5e9d,262,0,1,0,1,0,00011101001
5e9d,263,0,0,0,1,1,00111010011
5e9d,264,0,0,0,1,1,01110100110
5e9d,265,0,0,0,1,1,01101001100
5e9d,266,0,0,0,1,1,01010011000
5e9d,267,0,0,0,1,1,00100110000
5e9d,268,0,1,0,1,0,01001100000
5e9d,269,0,0,0,0,1,00011000001
5e9d,270,0,1,0,0,0,00110000010
5e9d,271,0,1,1,0,1,01100000101
5e9d,272,0,0,1,0,0,01000001011
5e9d,273,0,0,1,0,0,00000010110
5e9d,274,0,0,0,1,1,00000101100
5e9d,275,0,0,0,1,1,00001011000
5e9d,276,0,0,0,1,1,00010110000
